session_id,customer_id,login_date,projects_added,likes_given,comment_given,inactive_status,bug_occured,session_projects_added,session_likes_given,session_comments_given,inactive_duration,bugs_in_session,session_duration
557880,40235,10/3/19,TRUE,TRUE,TRUE,TRUE,FALSE,3,1,1,2428,0,1114
129065,96254,10/3/19,TRUE,FALSE,TRUE,TRUE,FALSE,3,0,2,287,0,1067
917614,14354,10/3/19,TRUE,TRUE,TRUE,TRUE,TRUE,3,11,1,2069,1,2079
384830,87323,10/3/19,TRUE,TRUE,TRUE,FALSE,TRUE,2,14,4,0,4,1277
204865,23404,10/3/19,TRUE,TRUE,TRUE,FALSE,TRUE,1,6,3,0,5,2184
442331,40235,10/3/19,FALSE,TRUE,TRUE,FALSE,FALSE,0,6,2,0,0,194
472912,73245,10/3/19,TRUE,TRUE,TRUE,FALSE,FALSE,3,14,1,0,0,1059
787162,14354,10/3/19,TRUE,TRUE,FALSE,FALSE,TRUE,2,23,0,0,2,1075
254033,29375,10/3/19,FALSE,TRUE,FALSE,FALSE,TRUE,0,2,0,0,3,640
119299,40572,10/2/19,FALSE,TRUE,TRUE,TRUE,TRUE,0,10,2,1639,2,1809
607914,87323,10/2/19,TRUE,FALSE,TRUE,FALSE,FALSE,3,0,4,0,0,711
993956,82963,10/2/19,TRUE,FALSE,FALSE,TRUE,FALSE,3,0,0,1345,0,1869
760757,43658,10/2/19,TRUE,TRUE,FALSE,TRUE,FALSE,3,10,0,518,0,522
187302,12407,10/2/19,TRUE,FALSE,FALSE,TRUE,FALSE,3,0,0,1749,0,464
109787,43096,10/1/19,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,936,0,1172
582997,80746,10/1/19,TRUE,FALSE,TRUE,TRUE,FALSE,2,0,5,159,0,916
811956,14354,10/1/19,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,0,1362,0,866
183387,29375,10/1/19,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,0,518,0,2140
944212,40572,10/1/19,TRUE,TRUE,FALSE,TRUE,FALSE,3,13,0,1174,0,2255
558332,87323,10/1/19,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,0,97,0,1692
643880,51243,10/1/19,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,0,906,0,1990
844518,23083,10/1/19,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,139,0,1113
933954,38459,10/1/19,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,306
,,,,,,,,,,,,,
,,,,,,,,,,,,,
